id	C1	C2
RNF14	53.3653467074	57.6769478694
HIF3A	97.6137236357	82.6390589476
UBE2Q2	87.1419671327	87.0941947252
RNF10	97.5804605484	89.5783896446
RNF11	92.3869628906	93.0984191895
GPAA1	420.552914254	380.074278466
REM1	1.97558709979	0.196951888502
REM2	22.4816515967	17.4021256492
IMP4	199.170320839	177.519998163
C16orf11	9.47312956303	8.09120731801
RNF17	2.16647077352	2.16647077352
MZT2A	65.6995605603	45.2001730576
MZT2B	72.4249000251	56.4553191364
NDP	6.36552206427	8.20690242201
PMM2	48.0525036901	52.0257337615
UBE2F	60.2591127232	73.3292877898
PMM1	118.23268953	113.559892885
ASS1	175.083413132	147.726641849
MLLT11	28.2981100082	31.3305473328
FHIT	32.6830513626	39.6489112526
ZNF709	13.8965737	20.3829978034
ZNF708	30.5489218235	37.2366948128
ZNF879	19.8272693381	34.6698017642
ZNF878	0.0787807554007	0.0787807554007
LRRTM4	72.9173642769	68.9414701164
CAMK1	93.5201687217	69.5245947242
ZNF701	17.3523748443	16.3546300977
ZNF700	43.992570743	49.2892104238
ZNF707	49.6676016226	52.2959580794
CEACAM3	0.315123021603	0.315123021603
ZNF704	46.9255691022	43.6577071771
ABHD12B	7.69854083657	9.47618279606
AC092118.1	0.118171133101	0.118171133101
RNF114	99.9869525954	101.059707455
RNF115	48.0347287357	46.9554440677
ZC3H15	109.061480276	121.938042395
ZC3H14	198.713582642	214.952805646
SPN	24.8285597935	24.7853445187
RNF111	149.535446405	176.902416945
IQCA1	14.1151739582	7.1482809186
ZC3H18	99.6816600934	96.6898402348
GRIN1	27.0032102168	14.1495229304
AC145676.2	0.0393903777003	3.34432125092
SP8	23.1515141055	23.3246548697
DHX9	290.984029606	313.502565406
CBX2	55.454396829	46.9315091223
LRRTM3	16.167942889	16.3666405901
NUP98	739.431494653	780.524672739
XPC	315.339685835	326.605623402
SP1	77.77557908	79.566225633
XPA	32.1437274292	51.3583615348
SP3	153.090785608	163.887586698
SP4	126.96217595	124.394196324
SP5	8.03809481114	5.74865494668
SP6	10.1804817244	7.49686556309
CAMKV	323.24479311	277.462557271
TACSTD2	8.64300727844	6.7198343277
GOLIM4	114.067285165	106.799183048
OPA3	35.3227405548	35.2637972832
OPA1	217.646136746	232.711956963
RAB40C	39.6653135866	33.1040693372
RAB40B	19.9692207947	15.6353391781
RAB40A	22.6534336135	21.9845912978
AC016722.1	3.91178382188	3.56366408616
RP11-190A12.7	0.0	0.0
COL7A1	187.993684523	134.805550799
MDP1	65.6461925134	45.6455584243
GTSE1	138.656839661	144.038340859
FAM183A	38.8582638875	26.4490915611
OVCH2	6.43883620948	1.10293057561
OVCH1	1.10293057561	1.10293057561
FAM183B	1.85741596669	0.0787807554007
AKR1D1	3.20215541869	6.18129392713
PSAP	404.387137353	399.701969564
MYO3A	72.0326046795	83.4897628501
ITGA9	73.8886652961	76.3764392436
UGCG	129.08955995	145.333341993
MYO3B	2.05436785519	3.48488333076
RP4-559A3.7	0.0	0.0
ATP2A1	59.3602548614	52.2757491991
ATP2A2	68.7370090485	68.0265455246
ATP2A3	49.0834112167	38.3437849134
AL844853.1	0.0	0.0
GCG	0.433294154704	0.433294154704
ITGA2	139.991755731	223.091575563
ITGA3	192.083397113	159.252238236
ITGA4	41.3406292722	61.7491914332
ITGA5	176.254832096	174.459670134
RIT1	63.531851396	65.6260968298
ITGA7	227.209992059	201.22590173
TRHR	5.34077063948	0.196951888502
DENND4A	89.8403768465	97.6153013632
DENND4B	530.890135199	480.374353558
RP11-303O9.2	0.0	0.0
ELL3	97.2352603972	81.2120038569
SWAP70	263.904378146	273.010482334
RARRES1	5.39392690361	10.7851418853
PHLDA1	63.3834295273	57.0155162811
PHLDA3	123.63756638	93.8859537169
PHLDA2	15.7924385071	12.281206131
SLC17A3	1.41805359721	1.41805359721
GAP43	47.7672098204	34.618823342
BX927220.4	0.0	0.0
PAMR1	146.882289827	105.617167756
MDK	118.229083367	106.268137895
AP002348.1	0.0787807554007	0.0787807554007
MT-CYB	34.8474998474	36.0264167786
HRH4	6.44277583063	11.3397483826
FBXL12	31.8332346007	28.3816888854
TIPRL	57.6188433692	66.5330878347
HRH3	65.5354269072	42.3355095908
FBXL17	23.6837541237	26.1011123881
DDX18	141.436043948	152.425567359
FAM169A	82.6724712551	85.7402505577
FBXL18	129.958008736	118.051926054
FAM116A	49.5603480265	57.8838801831
FAM169B	0.196951888502	0.196951888502
LARP6	46.8881058693	45.6813879013
GHDC	32.0784189403	28.3357137814
RPL34	179.18430455	179.230458386
DNAH10OS	3.67886572331	5.66987419128
SDK1	346.597675472	293.760838836
SDK2	103.101958588	100.269540861
C9orf43	11.1967533305	7.90469557792
TEX28P2	0.157561510801	0.157561510801
GRP	0.433294154704	10.0607462153
TEX28P1	0.157561510801	0.157561510801
IL13	0.472684532404	0.472684532404
THSD4	106.163575567	106.737786688
AC008060.7	0.0787807554007	0.0787807554007
THSD1	21.8288581073	20.2190079913
ZFP161	31.7354026884	34.8252332732
CHST8	51.5818304196	33.090895094
COL4A5	275.897852734	296.630421132
COL4A4	20.3556174412	17.3154377639
COL4A3	8.96588859707	6.66507378221
AC006305.1	6.49169534445	3.23010343313
COL4A1	271.70848871	215.615882084
SLC35D2	63.2435065806	66.156818673
AC007390.5	63.0031385645	65.2976858839
CHST3	23.2159376144	22.8930420876
CHST2	31.9311466217	25.6328554153
CHST5	21.2986263409	18.6314243451
CHST4	20.1372873783	20.6987798214
CHST7	29.9989023209	31.1999921799
CHST6	58.2523691654	48.1725727171
ITGAX	12.6502209306	12.0407877043
LRRC58	39.745292902	46.1881361008
OR8J1	0.0393903777003	0.0393903777003
ACO2	323.204709366	314.389939331
HLX	3.75764647871	5.06706772745
HLCS	98.5350201353	115.364676736
IL5	0.236342266202	1.84091760963
ITGAV	189.940207921	222.883154832
SIGMAR1	263.260850452	232.01045277
ZNF703	14.2626107261	6.8773958385
ITGAL	10.1979235262	3.10140969604
ITGAM	16.6848534271	29.9261200801
HLF	10.8220705986	9.43842363358
NOV	24.8416595459	19.0557812303
FAM134C	46.4286654517	47.0707200095
ITGAE	29.4483030438	32.5017429516
FAM134A	167.108558439	158.660671733
SMAD9	29.0389401615	22.9046129882
TRERF1	175.276506633	153.632485412
CUTA	48.5444738939	47.4424881488
RP11-113D6.10	12.1427840367	18.8415390104
SMAD6	39.4455713406	29.7289470807
SMAD7	30.425017938	29.9475825354
RIC3	112.70915062	122.916157022
SMAD1	151.002787866	160.753459148
SMAD2	124.398107156	126.244887933
SMAD3	74.2401551381	76.7796879858
RP11-113D6.6	11.1438987777	12.3597152755
RFK	70.7505528629	89.6041936055
AMMECR1L	55.4045663923	55.0687366575
TMPRSS11A	0.669636420906	0.669636420906
TMPRSS11B	0.709026798606	0.709026798606
IGF2R	499.347075827	539.183041222
TMPRSS11D	1.29988246411	2.90445780754
TMPRSS11E	12.5200919509	19.9764233902
TMPRSS11F	2.17253898829	0.393903777003
HRH2	30.6768358275	43.3692641258
ZNF321P	0.0	0.0
ABHD14B	101.408778369	94.083027035
ZC3H10	16.6538295746	16.1080379486
RAD21L1	10.6352434531	6.123465918
HOXB7	0.236342266202	0.236342266202
SLC36A4	151.470638007	171.454557627
SLC36A3	4.30164111406	3.19071305543
SLC36A2	7.39513849467	10.151957266
SLC36A1	75.5026153326	84.5109738111
ST13	137.482707962	135.149101138
TMEM213	19.7409309745	16.1319040656
ERICH1	184.289492942	188.642958157
ARTN	79.3777881414	68.5786252767
ART1	0.275732643902	0.275732643902
ATP6V0D2	0.590855665505	0.590855665505
ART3	8.01839093864	8.15147799253
ART5	85.7526697293	71.3887183368
ART4	0.354513399303	0.354513399303
HAUS7	161.395220287	145.467912734
BX640514.1	0.0	0.0
DRAP1	192.726344526	154.280803621
TCEA2	171.339498959	146.092612281
TCEA3	6.28127469867	5.7590950951
TCEA1	286.463284135	268.525442824
KDM2A	444.845325992	496.065766566
COX4I1	59.9743133634	53.5071941465
EIF5	149.70393496	161.064142995
BFAR	98.0640478134	95.1001296043
CCDC41	65.5375531763	81.8021491095
TMEM212	10.3908800706	10.8574194536
XXbac-BPG116M5.17	0.118171133101	0.118171133101
XXbac-BPG116M5.15	0.118171133101	0.118171133101
CRTAM	0.630246043205	5.4439720735
EDA	64.1166807115	57.9082430303
COL18A1	261.525014147	217.322398461
PFKP	322.409321927	284.192562193
OR6P1	0.0393903777003	0.0393903777003
CCDC116	2.09375823289	5.86617090553
CCDC117	111.670838378	119.34540274
CCDC114	37.5084302649	30.7553808391
RLF	76.2719057649	84.8678253219
CCDC112	102.31655322	109.537369646
MCF2L	341.921913721	301.758094959
CCDC110	38.6769453064	31.0287863836
CCDC111	69.2895263508	77.1511711478
LEO1	104.461262465	115.335650921
ATP1A4	4.66566760838	4.2615955621
ATP1A3	159.447073668	108.634355485
ATP1A2	142.131976098	135.245497912
ATP1A1	747.305949733	744.469681889
ABHD11	188.256883107	188.877128854
MGRN1	147.854211457	128.433574326
HRH1	16.8025925905	14.1813150197
CRTAP	206.730616674	194.056929693
DHX8	202.638192415	211.302882433
SPHK1	18.4177172706	13.3900694028
DPT	0.157561510801	0.157561510801
CUEDC1	33.4337514192	31.8413703144
CUEDC2	110.337220609	93.5993360877
CBLB	164.203839697	169.718709864
AIM1	54.3725291342	46.2928732485
CPEB4	67.6436832398	81.3307289481
RP11-791J7.2	1.93619672209	4.84135590494
CPEB1	68.3674188703	50.0906767547
TERF2IP	31.953353405	30.6943101883
CPEB2	42.9859888479	43.4154259786
RBMXL1	74.3330492973	73.0521850586
RBMXL3	0.0393903777003	0.0393903777003
SRBD1	85.8593283445	97.8226052076
ABAT	56.8667476922	57.7413358912
CDH20	11.2916294411	15.2040776908
ZNF43	68.8817400932	74.8043637276
ZNF780B	28.420430392	32.4558422267
BBOX1	1.02414982021	1.02414982021
FRG1	40.9052832052	52.7029139698
FRG2	0.118171133101	0.118171133101
RHEBL1	33.8136678189	37.0374685079
TP53TG3	0.118171133101	0.118171133101
IFT80	116.269379221	140.885360189
IFT81	52.9391245022	50.6946516261
IFT88	74.0648136735	81.7348846644
C11orf92	17.5052097887	19.3847356886
POU5F1B	56.9624004364	53.3127153441
C11orf91	0.196951888502	0.196951888502
BX255925.1	1.81802558899	0.0393903777003
GRINA	294.996263765	283.34718354
C13orf43	3.91178382188	0.354513399303
DEPDC7	77.5939665362	77.9341517538
KISS1R	24.4923727512	14.5919098854
AC009053.1	5.65865831822	7.30296116322
MCM10	297.63163206	330.540083379
NUP93	213.325471424	212.736604422
CREBL2	39.0295267105	41.2694382668
IGFBPL1	51.5977506638	43.3123793602
ATG4C	62.6654016376	72.8756355122
ATG4B	266.854254521	241.919435352
ATG4A	66.0627299249	78.374992542
KYNU	0.945369064808	0.945369064808
CDH22	22.1572238281	11.4545570388
AC090186.1	8.13425636292	10.1410913467
PHOX2A	3.26077829301	4.93189716339
PHOX2B	0.196951888502	0.196951888502
FAM193A	335.178604439	315.072544038
LRGUK	42.715513967	41.5871183574
UPK2	24.4951715693	11.9943594337
CFH	0.551465287805	0.551465287805
GPT2	155.408240132	150.843923382
AL136218.1	2.72947088629	1.76213685423
ANKFY1	224.44199162	231.091312222
CFB	2.08769001812	2.08769001812
OR5P3	0.0393903777003	0.0393903777003
OR5P2	0.0393903777003	0.0393903777003
MLLT4	289.467756338	299.26452972
CPM	12.8509571776	17.1288632527
CREBBP	444.45070298	477.522560909
BRF1	143.003432237	117.443994485
PNN	70.0280398503	70.1351389065
PHYHIPL	7.83041597903	24.932078965
ATP6V0E1	140.282355122	140.285612874
ATP6V0E2	13.2318825349	11.3736548051
CFP	77.502271384	61.8026560917
AAAS	117.598796576	110.139227122
C9orf104	0.0787807554007	0.0787807554007
HAMP	1.89680634439	0.118171133101
EDC3	110.462913804	111.751850419
GCLC	162.935884312	169.565974548
SIDT1	6.47822658718	8.4980763644
AL591845.1	18.4256110191	17.6286621094
SIDT2	286.731244959	266.505048908
CDH24	216.961663298	170.02035027
AC233700.6	1.85741596669	0.0787807554007
ZBED3	28.8545673415	29.2588987872
SIX4	46.9126491547	48.1208124161
SIX5	44.8369474411	37.3810558319
SIX6	4.42932534218	17.9931397438
SAGE1	0.866588309407	0.866588309407
MR1	12.0938044861	3.68183521926
SIX2	10.7993083	11.00552845
SIX3	1.85741596669	4.0252532959
CNPY4	35.8692014217	32.468328476
CNPY3	70.6153249741	64.5949811935
CNPY2	25.0732450485	24.6933717728
CNPY1	2.05436785519	2.61762984097
NODAL	42.4990494773	50.7621458098
COPG2	87.6596960202	99.4038070813
KNDC1	338.522296257	279.167748839
HMG20A	117.944609031	122.492229566
HMG20B	303.4993909	261.615306199
GLT8D2	28.4241817519	33.3062002659
AAGAB	81.0325177237	81.4853919074
AC093802.1	1.89680634439	4.38815794885
C4orf19	10.6579847559	11.8084783778
C3orf79	0.118171133101	0.118171133101
C3orf78	50.99108468	48.4910517782
C3orf77	0.787807554007	0.787807554007
RNF182	52.9736371785	53.3086798936
C3orf75	224.865177095	216.569652364
C3orf74	0.0	0.0
CTB-134H23.1	6.4477269873	6.02691271156
C3orf72	14.3280134723	18.6399956793
C3orf71	7.30330181122	6.83632659912
C3orf70	2.61129975319	4.80079984665
MRO	22.6463586986	17.4820273668
ZFP82	35.357561402	40.770271115
CHFR	85.6366745606	70.7412904873
BX000357.2	0.0	0.0
EFHA1	175.354386397	205.994355641
RTBDN	33.2651189938	12.148518689
KIAA0430	217.488131359	237.577091426
FBXO7	307.839252494	317.974791735
RFPL1	6.97395300865	5.66987419128
SYPL2	30.5836536586	24.9345855415
RFX8	5.65589366108	5.32580094039
RFX4	3.87239344418	0.315123021603
OSCAR	39.4285506606	41.0977298096
APP	652.183344409	631.035189487
RFX7	113.521572985	114.129023708
NRXN3	52.76851473	70.2179790288
RCOR1	59.5113709196	63.8005513325
RFX2	67.1877176464	48.9463736713
RFX3	204.521111742	217.129591055
YDJC	191.909783199	159.406455353
IBA57	7.79134011269	7.41615629196
CEP95	0.0	0.0
AL662842.1	14.6915937513	7.02078649402
RP1-241P17.4	22.8714008331	23.7166671753
APC	122.136880942	143.135232225
TMEM179B	102.314897165	108.47539483
ETV3L	0.0	0.0
UQCRC2	120.008485712	122.739361681
XPNPEP1	267.192863345	287.238594308
XPNPEP2	3.4778880626	5.17596550286
XPNPEP3	197.135472	201.420881212
SLC4A2	424.194059469	336.695612051
AC005071.3	0.0393903777003	0.0393903777003
GGCX	166.420539774	156.835568979
PAPLN	139.929752186	115.442178428
ADNP	106.952858791	121.098686509
ZNF57	68.3191704974	70.0099477991
AC107021.1	0.0393903777003	0.0393903777003
KHDRBS1	368.757214092	356.261034511
RUNDC2C	29.6708418205	25.5683001876
KHDRBS3	127.342153035	142.966062136
KHDRBS2	35.5884974524	36.4332907721
AL845446.2	0.0	0.0
AL845446.1	0.0	0.0
FRG1B	21.1563415453	17.2836699933
BAK1	101.535037436	93.4951705113
OTUD7A	54.0894702524	52.8261588141
ZNHIT6	79.3452571481	90.0705956072
ZCCHC10	49.6087278426	56.2247580066
LHCGR	34.3453352079	10.6122115031
OR1Q1	0.0393903777003	0.0393903777003
AC017104.2	3.26077829301	2.46006833017
TMEM127	72.5249932334	71.6706502438
FLT3	37.0713496059	22.3339228705
C21orf49	3.89102433622	12.8035002425
AC226150.2	0.354513399303	0.354513399303
AC226150.4	0.0	0.0
C11orf2	457.127772398	386.36531055
GPCPD1	100.152515046	138.653514475
DPYSL5	156.32009013	141.394139417
DPYSL2	320.496534579	318.508258097
DPYSL3	281.738926485	265.670668915
PODN	27.3425826132	13.7989712432
TIGD1L2	7.30330181122	8.05695438385
C11orf9	128.625104494	98.2967867702
WASH4P	131.980795205	128.479586691
KRTAP10-12	0.157561510801	0.157561510801
KRTAP10-11	1.81802558899	0.0393903777003
OSR1	5.41955139488	4.95952703804
IGFBP2	160.079970993	130.34475252
IGFBP3	61.3788148686	73.1206254587
LRFN1	31.0905199051	22.3297405243
IGFBP1	0.315123021603	5.12884905189
HBE1	0.354513399303	9.98196545988
MRGPRF	66.8995060921	47.6972284317
IGFBP4	64.1386880875	58.5446653366
AC114772.1	28.0176687241	29.0698928833
GAGE12C	0.196951888502	0.196951888502
CYP1B1	85.1266997084	87.9751946628
CYP2R1	144.40489652	168.693339609
CKLF	38.1025878564	40.7105278149
C15orf26	2.21192936599	2.03786949813
GJA1	76.576833725	73.4197311401
C15orf24	79.6319631189	83.4264505953
ZSWIM6	83.7507319972	98.4352739379
APLNR	0.236342266202	9.62601386011
C15orf23	93.1695152372	95.9556816667
GJA8	0.118171133101	0.118171133101
GJA9	1.89680634439	3.32732181996
FAM157A	0.0787807554007	0.0787807554007
C15orf29	46.6110273451	55.4544850439
S1PR2	17.6637285277	17.1110399291
KDM3B	133.541862167	142.377995886
ZNF117	49.3462961242	59.5748203322
ZNF114	19.11658369	20.0047353879
KDM3A	308.169477001	314.222614065
SEZ6L	23.5155599192	44.819078058
NIF3L1	173.800074331	178.418914072
TMC4	45.2797158733	36.95616965
TMC5	46.4837878942	56.9436971247
TMC6	56.1523284614	50.1001193225
KIAA1958	64.1789960861	66.4460712001
APIP	106.716911182	119.099331483
TMC1	16.3787325993	6.428731516
TMC2	9.42388185859	4.15451975167
TMC3	8.01366385818	9.57447031885
VKORC1	196.101619288	191.4614271
SNURFL	0.0393903777003	0.0393903777003
EIF2B5	268.577516735	242.571938269
EIF2B2	76.468227677	75.1655066535
EIF2B3	164.690444514	175.959607594
EIF2B1	58.3794568107	52.3418973014
PRKAR2A	166.180289686	167.58560098
AKAP7	39.1728631631	40.2451299801
PRKAR2B	63.7052757442	61.0722067058
TMEM200C	11.0660562515	11.2785568237
C20orf54	56.0374448299	48.6754270643
TXNIP	126.851194434	148.849931054
S1PR4	2.61129975319	0.0393903777003
EPYC	0.236342266202	0.236342266202
MLF1	50.961654596	53.7774731442
QPRT	103.806251578	93.2977996916
TMEM14E	0.0393903777003	1.64396572113
MLF2	104.030175604	94.6969484463
TMEM14C	134.124980234	125.082021259
AC108938.5	0.0	0.0
TMEM14A	26.3455155417	20.7309148833
SGCG	5.89500058442	3.98381078988
MECOM	13.3986381069	43.8568843231
ITGA2B	73.2856185362	51.1388743371
RP11-1212A22.2	3.53651093692	4.92046999186
RSPH1	8.61279532313	5.82678052783
IFI16	17.513442032	20.2384156585
C9orf128	4.26629722118	0.709026798606
ITGA1	176.471471272	223.179393284
MYT1L	14.2577557638	20.531255573
FANCC	131.486891098	131.749970213
C9orf125	35.4048407823	30.8189066201
C9orf123	66.6975874081	67.6336063519
KIAA1267	40.5412583351	37.8554792404
RTCD1	141.30714567	140.801693939
CFHR2	0.472684532404	0.472684532404
PHACTR4	227.373107128	251.55950553
CLIC4	192.55424796	197.064877376
NOP2	226.794114217	218.539725885
PHACTR1	101.79999207	111.30179356
NLGN3	152.643991865	138.687292494
PHACTR3	1.02414982021	4.23330050707
NLGN1	119.885552607	105.228995949
KRTAP2-3	0.0393903777003	0.0393903777003
KRTAP2-1	0.0393903777003	0.0393903777003
CXorf1	0.0393903777003	0.0393903777003
KIAA0020	173.188429616	190.978774384
CLEC1A	2.80825164169	0.236342266202
FYTTD1	51.3520553038	54.7297324538
KRTAP2-4	0.0393903777003	0.0393903777003
TMEM147	153.936404042	138.849247746
TMEM146	4.44248962402	7.3846231848
ASGR2	0.590855665505	14.9021021202
TMEM144	45.9694096595	72.2641926482
TMEM143	60.9035947844	48.0871410891
CR759787.2	0.0	0.0
TMEM141	71.4299420193	65.1203163415
TMEM140	33.6306739897	34.1759932563
CR753651.2	0.0393903777003	0.0393903777003
BPNT1	70.1669536382	81.779019855
C7orf72	0.354513399303	0.354513399303
API5	235.114539586	263.221373469
NUMBL	58.2667907327	54.6184247062
LRFN4	99.12581788	79.6237432137
RTKN2	95.2670504749	119.041187495
RNF180	16.7743307427	20.7138121873
TTC3	69.3332101554	93.7595610693
SECISBP2L	117.545187287	143.016849384
HAS2	27.6016920134	31.4250851199
KIAA1199	34.8940718248	31.1131711081
RP11-677C1.2	0.0	0.0
OR5AN1	0.0393903777003	0.0393903777003
RP3-377D14.1	6.72713153064	14.2789037302
FAM32A	36.8850639388	38.5691025779
AC087289.1	16.6961153075	14.569310002
C10orf53	0.236342266202	0.236342266202
PKD1P6	69.2975464091	59.134501189
METTL1	86.9195661545	85.8062615395
FER1L6	3.4330310747	4.86354655027
FGFR3	192.24386058	134.157562166
VMP1	46.7709603831	49.3515275046
FER1L5	3.79361268878	1.84091760963
AC069542.2	0.0	0.0
AC104758.1	6.987198852	5.60478260368
DENND4C	338.410357624	380.485255867
ZMAT1	35.8477884829	47.1157873645
ZMAT3	68.6279166266	60.9772604033
ZMAT2	91.9077310562	92.6649179459
ZMAT5	46.0476972759	47.0178658143
ZMAT4	116.878018744	94.25915654
C19orf24	79.5996289253	68.5748314857
C19orf25	52.1555825323	42.6982489675
MYBL1	59.1966795549	79.4099130556
NR1D1	58.5090897083	47.1327810287
C19orf28	120.251646332	99.1286032721
C19orf29	197.62716084	171.706574254
ITGB1BP1	180.078685746	184.193727769
ITGB1BP3	86.7843097821	74.2469009534
ITGB1BP2	9.34510110319	10.8978015706
ZNF7	85.9436332732	84.991768077
ZNF2	49.0944777578	51.0244012922
ZNF3	164.299671054	178.039691329
CTCFL	6.04493243247	10.3364788592
UFSP1	6.92651033401	7.05713605881
CR759772.2	0.0	0.0
CR759772.3	0.0	0.0
ZNF8	40.931889534	43.3485379219
AC092687.4	0.118171133101	0.118171133101
MPRIP	255.915051773	245.957955621
C11orf16	11.2281415612	15.1895952672
ZAP70	4.34507797658	6.33885543793
TXNRD3NB	0.118171133101	0.118171133101
UFSP2	46.747998625	48.8175088465
AC068533.7	0.0787807554007	0.0787807554007
ZBTB8B	12.3597152755	14.5260522887
CR382333.1	0.0	0.0
RAC2	54.3682118729	40.8711166307
RAC3	48.6783022061	39.4662164822
RAC1	164.170592539	165.997596972
SBDS	161.421189412	167.955671415
CT476828.1	0.118171133101	0.118171133101
VCL	425.719652012	448.954433754
VCP	676.772977136	699.389733814
CPLX3	1.89680634439	2.46006833017
CPLX1	39.8075982407	22.2342300862
AP2A1	180.765083894	164.335313424
CPLX4	0.118171133101	2.46006833017
SEPT7L	15.9432967603	22.9263463914
VCX	1.89680634439	0.118171133101
VCY	1.85741596669	2.42067795247
PBX4	28.4306102321	16.7762157097
FIGNL1	63.9358420223	75.1970701069
PBX2	5.97101668268	7.70503638685
PBX3	206.350885727	232.426255271
RP11-1212A22.4	42.9238991365	45.6729793176
PBX1	125.959236294	127.290282585
BCL6	73.5711482838	67.4272243381
AIRE	14.6022259817	4.7342800945
BNIP3L	168.926721223	166.814204633
NSUN3	38.6666211486	45.9953782484
NSUN2	430.08226084	439.783208601
AC009958.1	0.0	0.0
NSUN4	158.456702523	163.305013232
NSUN7	150.637134708	165.490440577
NSUN6	62.1736708209	71.2522355169
TUBG1	30.5945167542	27.4520511627
PRAMEF5	0.157561510801	0.157561510801
PRAMEF6	0.472684532404	0.472684532404
TUBG2	18.4078102112	16.4862313271
FAM71F1	36.9867681861	36.6093875766
PICALM	277.532836407	307.366098665
PRAMEF2	0.157561510801	0.157561510801
PRAMEF3	0.118171133101	0.118171133101
TARS	523.760295294	558.071980752
PTCH1	171.480415948	169.623035878
PRAMEF8	0.157561510801	0.157561510801
PRAMEF9	0.157561510801	0.157561510801
TUFM	171.222219467	148.349770546
CR589904.1	0.0	0.0
FAM108B1	80.4268171787	79.6712072417
TBC1D1	400.728396028	414.596097931
ZXDA	11.6683645248	12.4094028473
RAD9B	2.40888125449	2.23482138664
RAD9A	125.2490246	115.313373297
NPAS2	35.7079093084	34.2360472307
ERGIC2	40.7710031345	51.6460181549
ERGIC3	333.450132586	318.96829322
CDR2L	55.3268079758	45.1148324013
ERGIC1	178.745124303	163.87375322
CEP78	223.814472325	252.935953267
CLEC14A	3.63947534561	6.7198343277
FAM25B	0.236342266202	0.236342266202
CLU	460.149485894	413.484838501
B3GAT3	181.59703856	146.558340654
B3GAT2	34.6240603924	33.5410270691
B3GAT1	178.109577656	177.092695236
PER1	219.190175213	187.291242994
CPPED1	52.5644931793	54.1607990265
UXT	103.461941741	89.7014551386
CALM2	145.607313678	154.281176902
TTC30A	19.6859879494	20.6685442924
TTC30B	19.8817205429	24.8579044342
CALM1	112.380270772	109.692027859
GSDMA	2.25131974369	4.14137230068
GSDMB	74.7103494182	70.8178433478
GSDMC	0.945369064808	2.54994440824
GSDMD	326.824655414	281.338913612
FBXL13	10.9469423071	26.2103420198
UPK1B	23.6893248484	22.919802472
DLGAP2	58.5418618992	41.2915392369
CDX1	0.315123021603	3.52427370846
MSLNL	3.96980509162	3.70278796554
RP11-63E5.6	0.118171133101	2.46006833017
DLGAP4	315.372798771	309.48318395
DLGAP5	179.41557166	197.209378213
BRDT	2.12708039582	5.33623108268
FBXL15	117.613062777	91.1557807103
MBNL2	43.0290362462	53.0059391558
MBNL3	49.4336016849	89.9598197863
SRSF10	334.625330754	361.218314715
AL662867.1	0.0	0.0
AL662867.2	0.0	0.0
FBXL14	13.4071472213	16.612282753
PLK2	307.898661688	297.78284581
OIP5	41.3248799369	42.8092434928
CLCN3	171.924745739	188.815002568
CLCN2	100.128883488	82.496222198
CLCN1	9.91879143566	8.87835969776
FBXL16	69.7616218701	44.2650379315
SLFN12L	8.92451889813	10.1307771951
CLCN6	275.47223755	278.139470145
CLCN5	106.913953669	128.193774909
CLCN4	95.2915644348	99.373265475
FBXL19	248.244291224	200.190933146
BRD8	212.343181297	203.392114326
BRD9	412.814156227	391.935931005
PCDHGA1	18.0276575089	11.9720263481
FAM116B	16.125623934	7.42930374295
BRD4	258.134796962	237.563139491
BRD7	188.832027934	204.823955558
OR10D3	0.0393903777003	0.0393903777003
BRD2	8.66534998268	11.2426598296
BRD3	137.178315528	124.594605096
DNAJA2	101.710765176	108.141434483
DNAJA3	159.037851915	147.31072174
AC079341.1	2.61129975319	2.38128757477
DNAJA4	136.390102305	121.817881338
LRFN2	24.5769762993	16.1772408485
PTPN13	455.798028752	498.574178025
PTPN12	256.3137113	285.886016876
PTPN11	195.349927343	188.446871676
AC092384.1	0.0787807554007	0.0787807554007
MYCBP	67.4480885342	72.854766123
FAM25G	0.236342266202	0.236342266202
RP1-27O5.3	17.3527782485	20.0569689795
IRS4	15.6995372772	14.3992042542
GALR1	7.01334338635	6.66244893521
AKT3	59.309085913	84.5347622931
LYAR	95.6530238762	96.7025133744
RP13-347D8.5	0.0	0.0
CH25H	3.18199753761	1.64396572113
C16orf74	14.0450743288	9.45079623163
MRPL24	49.5235458985	40.4123964533
MRPL27	68.6366946101	70.5762538314
CSF2RA	61.0288529396	59.7644201666
MRPL21	76.6693519726	71.7833418027
C16orf71	9.36586058885	5.28641056269
SEH1L	107.332574658	121.735412411
MRPL22	52.295339182	57.4566827044
HTN3	2.33010049909	2.89336248487
GAB4	4.46324910969	2.51055403054
LYRM4	135.665804088	139.063615397
C16orf78	0.196951888502	0.196951888502
C16orf79	30.7010314465	21.7842926979
GAB1	174.014571443	204.587538123
C2orf81	36.9800122827	31.8781122342
C2orf80	11.4596188217	19.1292380914
C2orf83	0.196951888502	0.196951888502
C2orf82	29.616268523	16.5800776929
C2orf85	0.196951888502	0.196951888502
C2orf84	2.33010049909	3.76061597466
HABP2	0.590855665505	0.590855665505
C2orf89	127.555274695	128.443764605
NDRG1	68.061720185	49.5002747625
NDRG2	65.1019029692	43.0729866624
NDRG3	80.0463481024	82.5902614668
NDRG4	68.8073980957	60.4606517553
GPR116	1.02414982021	4.32908069342
SRSF5	86.5559600964	88.7254814282
SRSF4	265.608886771	265.167588048
SRSF7	148.665192172	155.241991803
SRSF6	154.568324089	153.463086128
